eco	name	name_ko	pgn	uci	epd
C56	Italian Game: Scotch Gambit, Max Lange Attack, Long Variation	이탈리안 게임: 스카치 갬빗, 막스 랑게 어택, 롱 베리에이션	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5 d5 7. exf6 dxc4 8. Re1+ Be6 9. Ng5 Qd5 10. Nc3 Qf5 11. Nce4	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e1g1 f8c5 e4e5 d7d5 e5f6 d5c4 f1e1 c8e6 f3g5 d8d5 b1c3 d5f5 c3e4	r3k2r/ppp2ppp/2n1bP2/2b2qN1/2ppN3/8/PPP2PPP/R1BQR1K1 b kq -
C56	Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense	이탈리안 게임: 스카치 갬빗, 막스 랑게 어택, 슈필만 디펜스	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5 Ng4	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e1g1 f8c5 e4e5 f6g4	r1bqk2r/pppp1ppp/2n5/2b1P3/2Bp2n1/5N2/PPP2PPP/RNBQ1RK1 w kq -
C56	Italian Game: Scotch Gambit, Nakhmanson Gambit	이탈리안 게임: 스카치 갬빗, 나흐만손 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Nxe4 6. Nc3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e1g1 f6e4 b1c3	r1bqkb1r/pppp1ppp/2n5/8/2Bpn3/2N2N2/PPP2PPP/R1BQ1RK1 b kq -
C56	Italian Game: Scotch Gambit, Walbrodt-Baird Gambit	이탈리안 게임: 스카치 갬빗, 발브로트-베어드 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. O-O	e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d4 e5d4 e1g1	r1bqk2r/pppp1ppp/2n2n2/2b5/2BpP3/2P2N2/PP3PPP/RNBQ1RK1 b kq -
C56	Italian Game: Scotch Gambit, de Riviere Defense	이탈리안 게임: 스카치 갬빗, 드 리비에르 디펜스	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Be7	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e1g1 f8e7	r1bqk2r/ppppbppp/2n2n2/8/2BpP3/5N2/PPP2PPP/RNBQ1RK1 w kq -
C56	Italian Game: Scotch Invitation Declined	이탈리안 게임: 스카치 인비테이션 거절	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 d6	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 d7d6	r1bqkb1r/ppp2ppp/2np1n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq -
C56	Italian Game: Two Knights Defense, Keidansky Variation	이탈리안 게임: 투 나이트 디펜스, 케이단스키 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 d5 6. Bb5 Ne4 7. Nxd4 Bc5 8. Nxc6 Bxf2+ 9. Kf1 Qh4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e4e5 d7d5 c4b5 f6e4 f3d4 f8c5 d4c6 c5f2 e1f1 d8h4	r1b1k2r/ppp2ppp/2N5/1B1pP3/4n2q/8/PPP2bPP/RNBQ1K1R w kq -
C56	Italian Game: Two Knights Defense, Max Lange Attack	이탈리안 게임: 투 나이트 디펜스, 막스 랑게 어택	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e1g1 f8c5 e4e5	r1bqk2r/pppp1ppp/2n2n2/2b1P3/2Bp4/5N2/PPP2PPP/RNBQ1RK1 b kq -
C56	Italian Game: Two Knights Defense, Max Lange Attack, Berger Variation	이탈리안 게임: 투 나이트 디펜스, 막스 랑게 어택, 베르거 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Bc5 6. e5 d5 7. exf6 dxc4 8. Re1+ Be6 9. Ng5 Qd5 10. Nc3 Qf5 11. g4 Qg6 12. Nce4 Bb6 13. f4 O-O-O	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e1g1 f8c5 e4e5 d7d5 e5f6 d5c4 f1e1 c8e6 f3g5 d8d5 b1c3 d5f5 g2g4 f5g6 c3e4 c5b6 f2f4 e8c8	2kr3r/ppp2ppp/1bn1bPq1/6N1/2ppNPP1/8/PPP4P/R1BQR1K1 w - -
C56	Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation	이탈리안 게임: 투 나이트 디펜스, 막스 랑게 어택, 크라우제 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Bc5 6. e5 Ng4 7. c3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e1g1 f8c5 e4e5 f6g4 c2c3	r1bqk2r/pppp1ppp/2n5/2b1P3/2Bp2n1/2P2N2/PP3PPP/RNBQ1RK1 b kq -
C56	Italian Game: Two Knights Defense, Max Lange Attack, Loman Defense	이탈리안 게임: 투 나이트 디펜스, 막스 랑게 어택, 로만 디펜스	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. O-O Nf6 6. e5 d5 7. exf6 dxc4 8. Re1+ Be6 9. Ng5 g6	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 e1g1 g8f6 e4e5 d7d5 e5f6 d5c4 f1e1 c8e6 f3g5 g7g6	r2qk2r/ppp2p1p/2n1bPp1/2b3N1/2pp4/8/PPP2PPP/RNBQR1K1 w kq -
C56	Italian Game: Two Knights Defense, Max Lange Attack, Rubinstein Variation	이탈리안 게임: 투 나이트 디펜스, 막스 랑게 어택, 루빈스타인 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Bc5 6. e5 d5 7. exf6 dxc4 8. Re1+ Be6 9. Ng5 Qd5 10. Nc3 Qf5 11. Nce4 Bf8	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e1g1 f8c5 e4e5 d7d5 e5f6 d5c4 f1e1 c8e6 f3g5 d8d5 b1c3 d5f5 c3e4 c5f8	r3kb1r/ppp2ppp/2n1bP2/5qN1/2ppN3/8/PPP2PPP/R1BQR1K1 w kq -
C56	Italian Game: Two Knights Defense, Open Variation	이탈리안 게임: 투 나이트 디펜스, 오픈 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4	r1bqkb1r/pppp1ppp/2n2n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq -
C56	Italian Game: Two Knights Defense, Perreux Variation	이탈리안 게임: 투 나이트 디펜스, 페뢰 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. Ng5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 f3g5	r1bqkb1r/pppp1ppp/2n2n2/6N1/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -
C56	Italian Game: Two Knights Defense, Yurdansky Attack	이탈리안 게임: 투 나이트 디펜스, 유르단스키 어택	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Nxe4 6. Re1 d5 7. Bxd5 Qxd5 8. Nc3 Qa5 9. Nxe4 Be6 10. Bg5 h6 11. Bh4 g5 12. Nf6+ Ke7 13. b4	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e1g1 f6e4 f1e1 d7d5 c4d5 d8d5 b1c3 d5a5 c3e4 c8e6 c1g5 h7h6 g5h4 g7g5 e4f6 e8e7 b2b4	r4b1r/ppp1kp2/2n1bN1p/q5p1/1P1p3B/5N2/P1P2PPP/R2QR1K1 b - -
C57	Italian Game: Two Knights Defense, Fegatello Attack, Leonhardt Variation	이탈리안 게임: 투 나이트 디펜스, 페가텔로 어택, 레온하르트 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7 Kxf7 7. Qf3+ Ke6 8. Nc3 Nb4 9. Qe4 c6 10. a3 Na6 11. d4 Nc7	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7 e8f7 d1f3 f7e6 b1c3 c6b4 f3e4 c7c6 a2a3 b4a6 d2d4 a6c7	r1bq1b1r/ppn3pp/2p1k3/3np3/2BPQ3/P1N5/1PP2PPP/R1B1K2R w KQ -
C57	Italian Game: Two Knights Defense, Fried Liver Attack	이탈리안 게임: 투 나이트 디펜스, 프라이드 리버 어택	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7	r1bqkb1r/ppp2Npp/2n5/3np3/2B5/8/PPPP1PPP/RNBQK2R b KQkq -
C57	Italian Game: Two Knights Defense, Fritz Variation	이탈리안 게임: 투 나이트 디펜스, 프리츠 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6d4	r1bqkb1r/ppp2ppp/5n2/3Pp1N1/2Bn4/8/PPPP1PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Fritz, Gruber Variation	이탈리안 게임: 투 나이트 디펜스, 프리츠, 그루버 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3 b5 7. Bf1 Nxd5 8. Ne4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6d4 c2c3 b7b5 c4f1 f6d5 g5e4	r1bqkb1r/p1p2ppp/8/1p1np3/3nN3/2P5/PP1P1PPP/RNBQKB1R b KQkq -
C57	Italian Game: Two Knights Defense, Kloss Gambit	이탈리안 게임: 투 나이트 디펜스, 클로스 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nb4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6b4	r1bqkb1r/ppp2ppp/5n2/3Pp1N1/1nB5/8/PPPP1PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Knight Attack	이탈리안 게임: 투 나이트 디펜스, 나이트 어택	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5	r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq -
C57	Italian Game: Two Knights Defense, Knight Attack, Normal Variation	이탈리안 게임: 투 나이트 디펜스, 나이트 어택, 노멀 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5	r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Lolli Attack	이탈리안 게임: 투 나이트 디펜스, 롤리 어택	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. d4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 d2d4	r1bqkb1r/ppp2ppp/2n5/3np1N1/2BP4/8/PPP2PPP/RNBQK2R b KQkq -
C57	Italian Game: Two Knights Defense, Pincus Variation	이탈리안 게임: 투 나이트 디펜스, 핀커스 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. d4 Bb4+	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 d2d4 f8b4	r1bqk2r/ppp2ppp/2n5/3np1N1/1bBP4/8/PPP2PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Ponziani-Steinitz Gambit	이탈리안 게임: 투 나이트 디펜스, 폰지아니-슈타이니츠 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Nxe4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f6e4	r1bqkb1r/pppp1ppp/2n5/4p1N1/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Traxler Counterattack	이탈리안 게임: 투 나이트 디펜스, 트락슬러 카운터어택	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5	r1bqk2r/pppp1ppp/2n2n2/2b1p1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line	이탈리안 게임: 투 나이트 디펜스, 트락슬러 카운터어택, 비숍 희생 라인	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Bxf7+	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 c4f7	r1bqk2r/pppp1Bpp/2n2n2/2b1p1N1/4P3/8/PPPP1PPP/RNBQK2R b KQkq -
C57	Italian Game: Two Knights Defense, Traxler Counterattack, King March Line	이탈리안 게임: 투 나이트 디펜스, 트락슬러 카운터어택, 킹즈 마치 라인	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Nxf7 Bxf2+ 6. Kxf2 Nxe4+ 7. Ke3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 g5f7 c5f2 e1f2 f6e4 f2e3	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/4K3/PPPP2PP/RNBQ3R b kq -
C57	Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line	이탈리안 게임: 투 나이트 디펜스, 트락슬러 카운터어택, 나이트 희생 라인	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Nxf7	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 g5f7	r1bqk2r/pppp1Npp/2n2n2/2b1p3/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq -
C57	Italian Game: Two Knights Defense, Traxler Variation, Trencianske-Teplice Gambit	이탈리안 게임: 투 나이트 디펜스, 트락슬러 베리에이션, 트렌치안스케-테플리체 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Bxf7+ Ke7 6. d4	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 c4f7 e8e7 d2d4	r1bq3r/ppppkBpp/2n2n2/2b1p1N1/3PP3/8/PPP2PPP/RNBQK2R b KQ -
C57	Italian Game: Two Knights Defense, Ulvestad Variation	이탈리안 게임: 투 나이트 디펜스, 울베스타드 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 b5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 b7b5	r1bqkb1r/p1p2ppp/2n2n2/1p1Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq -
C57	Italian Game: Two Knights Defense, Ulvestad Variation, Kurkin Gambit	이탈리안 게임: 투 나이트 디펜스, 울베스타드 베리에이션, 쿠르킨 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 b5 6. Bf1 h6 7. Nxf7	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 b7b5 c4f1 h7h6 g5f7	r1bqkb1r/p1p2Np1/2n2n1p/1p1Pp3/8/8/PPPP1PPP/RNBQKB1R b KQkq -
C58	Italian Game: Two Knights Defense	이탈리안 게임: 투 나이트 디펜스	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2	r1bqkb1r/p4ppp/2p2n2/n3p1N1/8/8/PPPPBPPP/RNBQK2R b KQkq -
C58	Italian Game: Two Knights Defense, Blackburne Variation	이탈리안 게임: 투 나이트 디펜스, 블랙번 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 cxb5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3 c6b5	r1bqkb1r/p4ppp/5n2/np2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQkq -
C58	Italian Game: Two Knights Defense, Colman Variation	이탈리안 게임: 투 나이트 디펜스, 콜먼 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 Rb8	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3 a8b8	1rbqkb1r/p4ppp/2p2n2/nB2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQk -
C58	Italian Game: Two Knights Defense, Maróczy Variation	이탈리안 게임: 투 나이트 디펜스, 마록시 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. d3 h6 7. Nf3 e4 8. Qe2 Nxc4 9. dxc4 Be7	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3 h7h6 g5f3 e5e4 d1e2 a5c4 d3c4 f8e7	r1bqk2r/ppp1bpp1/5n1p/3P4/2P1p3/5N2/PPP1QPPP/RNB1K2R w KQkq -
C58	Italian Game: Two Knights Defense, Paoli Variation	이탈리안 게임: 투 나이트 디펜스, 파올리 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 Qc7 9. Bd3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3 d8c7 b5d3	r1b1kb1r/p1q2ppp/2p2n2/n3p1N1/8/3B1Q2/PPPP1PPP/RNB1K2R b KQkq -
C58	Italian Game: Two Knights Defense, Polerio Defense	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5	r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq -
C58	Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스, 비숍 체크 라인	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5	r1bqkb1r/ppp2ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R b KQkq -
C58	Italian Game: Two Knights Defense, Polerio Defense, Bogoljubow Variation	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스, 보골류보프 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3	r1bqkb1r/p4ppp/2p2n2/nB2p1N1/8/5Q2/PPPP1PPP/RNB1K2R b KQkq -
C58	Italian Game: Two Knights Defense, Polerio Defense, Kieseritzky Variation	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스, 키세리츠키 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. d3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3	r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -
C58	Italian Game: Two Knights Defense, Polerio Defense, Yankovich Variation	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스, 얀코비치 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. d3 h6 7. Nf3 e4 8. Qe2 Nxc4 9. dxc4 Bc5 10. Nfd2	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3 h7h6 g5f3 e5e4 d1e2 a5c4 d3c4 f8c5 f3d2	r1bqk2r/ppp2pp1/5n1p/2bP4/2P1p3/8/PPPNQPPP/RNB1K2R b KQkq -
C59	Italian Game: Two Knights Defense, Knorre Variation	이탈리안 게임: 투 나이트 디펜스, 크노레 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 h6 9. Nf3 e4 10. Ne5 Bd6 11. d4 Qc7 12. Bd2	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6 g5f3 e5e4 f3e5 f8d6 d2d4 d8c7 c1d2	r1b1k2r/p1q2pp1/2pb1n1p/n3N3/3Pp3/8/PPPBBPPP/RN1QK2R b KQkq -
C59	Italian Game: Two Knights Defense, Polerio Defense, Göring Variation	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스, 괴링 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 h6 9. Nf3 e4 10. Ne5 Qc7	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6 g5f3 e5e4 f3e5 d8c7	r1b1kb1r/p1q2pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R w KQkq -
C59	Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense	이탈리안 게임: 투 나이트 디펜스, 폴레리오 디펜스, 줄레 디펜스	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 h6	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6	r1bqkb1r/p4pp1/2p2n1p/n3p1N1/8/8/PPPPBPPP/RNBQK2R w KQkq -
C59	Italian Game: Two Knights Defense, Steinitz Variation	이탈리안 게임: 투 나이트 디펜스, 슈타이니츠 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 h6 9. Nh3	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6 g5h3	r1bqkb1r/p4pp1/2p2n1p/n3p3/8/7N/PPPPBPPP/RNBQK2R b KQkq -
C60	Ruy Lopez	루이 로페즈	1. e4 e5 2. Nf3 Nc6 3. Bb5	e2e4 e7e5 g1f3 b8c6 f1b5	r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -
C60	Ruy Lopez: Alapin Defense	루이 로페즈: 알라핀 디펜스	1. e4 e5 2. Nf3 Nc6 3. Bb5 Bb4	e2e4 e7e5 g1f3 b8c6 f1b5 f8b4	r1bqk1nr/pppp1ppp/2n5/1B2p3/1b2P3/5N2/PPPP1PPP/RNBQK2R w KQkq -
C60	Ruy Lopez: Alapin Defense, Alapin Gambit	루이 로페즈: 알라핀 디펜스, 알라핀 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bb5 Bb4 4. c3 Ba5 5. Bxc6 dxc6	e2e4 e7e5 g1f3 b8c6 f1b5 f8b4 c2c3 b4a5 b5c6 d7c6	r1bqk1nr/ppp2ppp/2p5/b3p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq -
C60	Ruy Lopez: Brentano Gambit	루이 로페즈: 브렌타노 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bb5 g5	e2e4 e7e5 g1f3 b8c6 f1b5 g7g5	r1bqkbnr/pppp1p1p/2n5/1B2p1p1/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -
C60	Ruy Lopez: Bulgarian Variation	루이 로페즈: 불가리아 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bb5 a5	e2e4 e7e5 g1f3 b8c6 f1b5 a7a5	r1bqkbnr/1ppp1ppp/2n5/pB2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -
C60	Ruy Lopez: Cozio Defense	루이 로페즈: 코지오 디펜스	1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7	e2e4 e7e5 g1f3 b8c6 f1b5 g8e7	r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -
C60	Ruy Lopez: Cozio Defense, Paulsen Variation	루이 로페즈: 코지오 디펜스, 폴센 베리에이션	1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. Nc3 g6	e2e4 e7e5 g1f3 b8c6 f1b5 g8e7 b1c3 g7g6	r1bqkb1r/ppppnp1p/2n3p1/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq -
C60	Ruy Lopez: Cozio Defense, Tartakower Gambit	루이 로페즈: 코지오 디펜스, 타르타코워 갬빗	1. e4 e5 2. Nf3 Nc6 3. Bb5 g6 4. d4 exd4 5. Nxd4 Bg7 6. Be3 Nge7 7. Nc3 O-O 8. Qd2 d5	e2e4 e7e5 g1f3 b8c6 f1b5 g7g6 d2d4 e5d4 f3d4 f8g7 c1e3 g8e7 b1c3 e8g8 d1d2 d7d5	r1bq1rk1/ppp1npbp/2n3p1/1B1p4/3NP3/2N1B3/PPPQ1PPP/R3K2R w KQ -
